0	0	Japanese	NN	7.566311014772463
0	0	grey	NN	7.971776122880628
0	0	see	VVP	4.897839799950911
0	0	norway	NN	7.566311014772463
0	0	year	NNS	7.057036981697891
0	0	seventieseven	JJ	6.345636360828596
0	0	fiction	NN	8.664923303440572
0	0	secretariat	NN	8.664923303440572
0	0	depp	NN	8.664923303440572
0	0	Diane	NP	5.459585514144159
0	0	state	NNS	5.958424693029782
0	0	between	IN	6.726233402358747
0	0	two	CD	3.222867846137738
0	0	friday	RB	5.556828061699537
0	0	puss	NN	8.664923303440572
0	0	public	NN	8.664923303440572
0	0	vow	NN	8.664923303440572
0	0	plant	NNS	7.7501841622578365
0	0	vengeance	NN	8.664923303440572
0	0	connery	NN	8.664923303440572
0	0	poularity	NN	8.664923303440572
0	0	streep	NNS	6.651571873589727
0	0	still	RB	4.863680881139593
0	0	jaws	NN	8.664923303440572
0	0	new	JJ	3.780687003367059
0	0	blonde	NNS	7.7501841622578365
0	0	fox	NN	5.9568731023383625
0	0	clive	NN	8.664923303440572
0	0	pride	NN	8.664923303440572
0	0	wonder	NN	7.971776122880628
0	0	scifi	NN	7.566311014772463
0	0	victor	NN	7.278628942320682
0	0	locate	VV	5.908082938168931
0	0	mood	NN	8.664923303440572
0	0	make	VVG	4.099884742597716
0	0	be	VBP	100
0	0	career	NN	7.971776122880628
0	0	activity	NN	8.664923303440572
0	0	same	JJ	7.038783541388542
0	0	return	VVD	6.234410725718371
0	0	country	NNS	6.651571873589727
0	0	harry	VVP	4.897839799950911
0	0	gilda	NN	6.099973945979037
0	0	from	IN	3.2097251741855968
0	0	Dr	NN	8.664923303440572
0	0	return	NN	6.71901315438526
0	0	dredd	JJ	7.038783541388542
0	0	remember	VV	6.601230118728877
0	0	title	NN	7.278628942320682
0	0	Jenn	NP	4.7664383335842135
0	0	jj	NN	7.971776122880628
0	0	about	IN	2.567350318999075
0	0	carpet	NN	8.664923303440572
0	0	damon	NN	8.664923303440572
0	0	they	PP	4.383414559948729
0	0	make	VVD	2.8004235212332254
0	0	ranam	NP	5.459585514144159
0	0	'	''	100
0	0	travel	NN	5.7745515455444085
0	0	jennifer	NN	7.278628942320682
0	0	barbra	NN	8.664923303440572
0	0	dreamworks	NN	7.566311014772463
0	0	james	NNS	4.859812404361672
0	0	top	JJ	4.0943445622221
0	0	date	VVG	5.198497031265826
0	0	unkrich	NNS	7.7501841622578365
0	0	forty	NN	8.664923303440572
0	0	list	VVP	5.5909869805108565
0	0	live	VV	5.908082938168931
0	0	ranger	NN	7.566311014772463
0	0	genuine	JJ	7.038783541388542
0	0	canada	NN	6.467698726104354
0	0	thirteen	CD	1.9145350264875594
0	0	or	CC	2.5649493574615367
0	0	tell	VV	3.4025570011781947
0	0	twentieth	JJ	4.841558964052322
0	0	streep	NN	8.664923303440572
0	0	Christian	JJ	5.429345628954441
0	0	searchlight	NN	7.0554853910064725
0	0	revenue	NN	4.475268561414148
0	0	one	CD	2.960503581670247
0	0	when	WRB	1.1190211602993168
0	0	Benigni	NP	5.459585514144159
0	0	dory	NN	8.664923303440572
0	0	sale	NNS	6.651571873589727
0	0	epic	NN	7.566311014772463
0	0	jason	NN	7.566311014772463
0	0	kristen	NN	6.362338210446527
0	0	liongate	NNS	7.7501841622578365
0	0	voice	NN	7.971776122880628
0	0	go	VV	5.348467150233509
0	0	Italian	JJ	4.841558964052322
0	0	list	VVN	5.662960480135946
0	0	synopsis	NN	6.71901315438526
0	0	les	FW	0.5389965007326869
0	0	hitchcock	NN	5.369086437436244
0	0	famous	JJ	4.399726211773283
0	0	flower	NNS	7.057036981697891
0	0	act	VVG	5.198497031265826
0	0	ghostbuster	NNS	7.7501841622578365
0	0	taye	NNS	7.7501841622578365
0	0	director	NNS	4.614689946328687
0	0	chaser	NN	7.566311014772463
0	0	rebel	NN	8.664923303440572
0	0	avergers	NNS	7.7501841622578365
0	0	parenthood	NN	7.971776122880628
0	0	lately	RB	4.863680881139593
0	0	street	NN	4.90372318774701
0	0	turn	NN	8.664923303440572
0	0	as	IN	5.627621113690637
0	0	moives	NNS	7.7501841622578365
0	0	degeneres	NNS	7.7501841622578365
0	0	nightmare	NNS	7.7501841622578365
0	0	punjabi	NP	5.459585514144159
0	0	cost	VVN	6.3561076606958915
0	0	professional	NN	7.971776122880628
0	0	tum	NN	6.585481761760737
0	0	system	NN	8.664923303440572
0	0	1	CD	4.832305758571839
0	0	Jennifer	NP	5.459585514144159
0	0	new	JJS	3.367295829986474
0	0	britain	NN	7.566311014772463
0	0	jon	NN	8.664923303440572
0	0	scooby	NNS	7.7501841622578365
0	0	elm	NN	8.664923303440572
0	0	feature	NN	8.664923303440572
0	0	la	DT	6.841081145714145
0	0	house	NN	4.836281906951478
0	0	rate	NNS	7.7501841622578365
